"","start.year","start.month","start.dayofweek","start.hour","Member.type","total.rides","avg.duration"
"470",2015,"November","Sunday",2,"Casual",9,42.6488888888889
"471",2015,"November","Sunday",2,"Member",108,8.99166666666667
"472",2015,"November","Sunday",3,"Casual",9,25.0722222222222
"473",2015,"November","Sunday",3,"Member",40,33.66175
"474",2015,"November","Sunday",4,"Casual",2,8.45
"475",2015,"November","Sunday",4,"Member",9,8.67555555555556
"476",2015,"November","Sunday",5,"Casual",4,23.43
"477",2015,"November","Sunday",5,"Member",15,10.346
"478",2015,"November","Sunday",6,"Casual",8,35.7825
"479",2015,"November","Sunday",6,"Member",27,21.4922222222222
"480",2015,"November","Sunday",7,"Casual",14,18.4671428571429
"481",2015,"November","Sunday",7,"Member",69,10.6305797101449
"482",2015,"November","Sunday",8,"Casual",35,29.542
"483",2015,"November","Sunday",8,"Member",178,10.7605617977528
"484",2015,"November","Sunday",9,"Casual",115,41.6267826086956
"485",2015,"November","Sunday",9,"Member",334,11.0175149700599
"486",2015,"November","Sunday",10,"Casual",190,44.7385263157895
"487",2015,"November","Sunday",10,"Member",563,11.6673001776199
"488",2015,"November","Sunday",11,"Casual",292,40.3519863013699
"489",2015,"November","Sunday",11,"Member",626,12.6737699680511
"490",2015,"November","Sunday",12,"Casual",273,40.833956043956
"491",2015,"November","Sunday",12,"Member",741,14.1547233468286
"492",2015,"November","Sunday",13,"Casual",307,44.0197068403909
"493",2015,"November","Sunday",13,"Member",696,12.8293247126437
"494",2015,"November","Sunday",14,"Casual",334,42.3569461077844
"495",2015,"November","Sunday",14,"Member",689,13.1161683599419
"496",2015,"November","Sunday",15,"Casual",305,38.1912459016393
"497",2015,"November","Sunday",15,"Member",730,13.5967808219178
"498",2015,"November","Sunday",16,"Casual",260,35.0358076923077
"499",2015,"November","Sunday",16,"Member",731,11.7698221614227
"500",2015,"November","Sunday",17,"Casual",192,27.6565625
"501",2015,"November","Sunday",17,"Member",536,10.8201865671642
"502",2015,"November","Sunday",18,"Casual",101,29.3934653465347
"503",2015,"November","Sunday",18,"Member",468,10.772094017094
"504",2015,"November","Sunday",19,"Casual",74,51.8159459459459
"505",2015,"November","Sunday",19,"Member",347,9.59095100864553
"506",2015,"November","Sunday",20,"Casual",48,42.3
"507",2015,"November","Sunday",20,"Member",289,9.48110726643599
"508",2015,"November","Sunday",21,"Casual",41,28.9492682926829
"509",2015,"November","Sunday",21,"Member",173,9.5528323699422
"510",2015,"November","Sunday",22,"Casual",16,23.549375
"511",2015,"November","Sunday",22,"Member",143,9.2306993006993
"512",2015,"November","Sunday",23,"Casual",7,16.9557142857143
"513",2015,"November","Sunday",23,"Member",75,9.33986666666667
"514",2015,"November","Thursday",0,"Casual",5,19.034
"515",2015,"November","Thursday",0,"Member",67,9.80567164179105
"516",2015,"November","Thursday",1,"Casual",7,12.3185714285714
"517",2015,"November","Thursday",1,"Member",25,8.0544
"518",2015,"November","Thursday",2,"Casual",3,56.4133333333333
"519",2015,"November","Thursday",2,"Member",14,32.4671428571429
"520",2015,"November","Thursday",3,"Member",7,8.15142857142857
"521",2015,"November","Thursday",4,"Member",6,9.75833333333333
"522",2015,"November","Thursday",5,"Casual",1,12.17
"523",2015,"November","Thursday",5,"Member",60,10.349
"524",2015,"November","Thursday",6,"Casual",4,26.2875
"525",2015,"November","Thursday",6,"Member",252,9.83134920634921
"526",2015,"November","Thursday",7,"Casual",17,19.8452941176471
"527",2015,"November","Thursday",7,"Member",751,11.4492010652463
"528",2015,"November","Thursday",8,"Casual",29,31.5751724137931
"529",2015,"November","Thursday",8,"Member",1060,12.5151603773585
"530",2015,"November","Thursday",9,"Casual",29,30.0927586206897
"531",2015,"November","Thursday",9,"Member",423,10.5612765957447
"532",2015,"November","Thursday",10,"Casual",60,29.804
"533",2015,"November","Thursday",10,"Member",231,10.9334199134199
"534",2015,"November","Thursday",11,"Casual",83,41.7273493975904
"535",2015,"November","Thursday",11,"Member",237,10.6718143459916
"536",2015,"November","Thursday",12,"Casual",110,43.5861818181818
"537",2015,"November","Thursday",12,"Member",289,11.0740138408304
"538",2015,"November","Thursday",13,"Casual",117,44.8930769230769
"539",2015,"November","Thursday",13,"Member",267,10.2187640449438
"540",2015,"November","Thursday",14,"Casual",108,46.8617592592593
"541",2015,"November","Thursday",14,"Member",234,11.9877777777778
"542",2015,"November","Thursday",15,"Casual",103,43.3600970873786
"543",2015,"November","Thursday",15,"Member",336,15.4692857142857
"544",2015,"November","Thursday",16,"Casual",109,33.7994495412844
"545",2015,"November","Thursday",16,"Member",575,11.2916173913043
"546",2015,"November","Thursday",17,"Casual",94,27.868829787234
"547",2015,"November","Thursday",17,"Member",1081,12.0288714153562
"548",2015,"November","Thursday",18,"Casual",60,25.266
"549",2015,"November","Thursday",18,"Member",970,11.9368350515464
"550",2015,"November","Thursday",19,"Casual",43,20.4441860465116
"551",2015,"November","Thursday",19,"Member",579,10.5284283246978
"552",2015,"November","Thursday",20,"Casual",32,32.685
"553",2015,"November","Thursday",20,"Member",369,10.6836043360434
"554",2015,"November","Thursday",21,"Casual",25,36.6712
"555",2015,"November","Thursday",21,"Member",339,11.1326548672566
"556",2015,"November","Thursday",22,"Casual",33,33.370303030303
"557",2015,"November","Thursday",22,"Member",223,13.3441255605381
"558",2015,"November","Thursday",23,"Casual",14,31.0771428571429
"559",2015,"November","Thursday",23,"Member",150,9.65253333333333
"560",2015,"November","Tuesday",0,"Casual",1,67.97
"561",2015,"November","Tuesday",0,"Member",41,9.45
"562",2015,"November","Tuesday",1,"Member",8,20.915
"563",2015,"November","Tuesday",2,"Casual",1,87.1
"564",2015,"November","Tuesday",2,"Member",6,11.1666666666667
"565",2015,"November","Tuesday",3,"Member",3,11.9166666666667
"566",2015,"November","Tuesday",4,"Member",8,11.94125
"567",2015,"November","Tuesday",5,"Member",91,11.0001098901099
"568",2015,"November","Tuesday",6,"Casual",4,41.19
"569",2015,"November","Tuesday",6,"Member",379,9.57791556728232
"570",2015,"November","Tuesday",7,"Casual",21,20.0647619047619
"571",2015,"November","Tuesday",7,"Member",994,11.5818209255533
"572",2015,"November","Tuesday",8,"Casual",33,20.9681818181818
"573",2015,"November","Tuesday",8,"Member",1312,11.6574161585366
"574",2015,"November","Tuesday",9,"Casual",32,29.881875
"575",2015,"November","Tuesday",9,"Member",546,9.99529304029304
"576",2015,"November","Tuesday",10,"Casual",47,49.7768085106383
"577",2015,"November","Tuesday",10,"Member",235,11.149829787234
"578",2015,"November","Tuesday",11,"Casual",73,43.0247945205479
"579",2015,"November","Tuesday",11,"Member",256,10.764765625
"580",2015,"November","Tuesday",12,"Casual",98,51.28
"581",2015,"November","Tuesday",12,"Member",410,10.4759512195122
"582",2015,"November","Tuesday",13,"Casual",84,41.6391666666667
"583",2015,"November","Tuesday",13,"Member",379,12.8893667546174
"584",2015,"November","Tuesday",14,"Casual",67,29.9779104477612
"585",2015,"November","Tuesday",14,"Member",311,10.6896784565916
"586",2015,"November","Tuesday",15,"Casual",76,33.1201315789474
"587",2015,"November","Tuesday",15,"Member",438,11.1901598173516
"588",2015,"November","Tuesday",16,"Casual",77,28.1244155844156
"589",2015,"November","Tuesday",16,"Member",725,12.4558620689655
"590",2015,"November","Tuesday",17,"Casual",73,28.4564383561644
"591",2015,"November","Tuesday",17,"Member",1355,11.8641623616236
"592",2015,"November","Tuesday",18,"Casual",37,26.0075675675676
"593",2015,"November","Tuesday",18,"Member",1115,12.1272107623318
"594",2015,"November","Tuesday",19,"Casual",16,35.224375
"595",2015,"November","Tuesday",19,"Member",721,10.3758252427184
"596",2015,"November","Tuesday",20,"Casual",18,24.9694444444444
"597",2015,"November","Tuesday",20,"Member",495,10.2087878787879
"598",2015,"November","Tuesday",21,"Casual",19,56.0121052631579
"599",2015,"November","Tuesday",21,"Member",343,12.4683381924198
"600",2015,"November","Tuesday",22,"Casual",17,30.5141176470588
"601",2015,"November","Tuesday",22,"Member",180,13.5822222222222
"602",2015,"November","Tuesday",23,"Casual",9,146.998888888889
"603",2015,"November","Tuesday",23,"Member",121,9.32297520661157
"604",2015,"November","Wednesday",0,"Casual",6,13.31
"605",2015,"November","Wednesday",0,"Member",40,10.19325
"606",2015,"November","Wednesday",1,"Member",16,9.178125
"607",2015,"November","Wednesday",2,"Casual",4,20.5925
"608",2015,"November","Wednesday",2,"Member",9,7.90666666666667
"609",2015,"November","Wednesday",3,"Member",6,12.545
"610",2015,"November","Wednesday",4,"Member",8,9.82
"611",2015,"November","Wednesday",5,"Casual",4,12.1875
"612",2015,"November","Wednesday",5,"Member",104,10.0370192307692
"613",2015,"November","Wednesday",6,"Casual",5,36.912
"614",2015,"November","Wednesday",6,"Member",353,9.8984985835694
"615",2015,"November","Wednesday",7,"Casual",24,33.5854166666667
"616",2015,"November","Wednesday",7,"Member",919,11.4299347116431
"617",2015,"November","Wednesday",8,"Casual",28,26.6246428571429
"618",2015,"November","Wednesday",8,"Member",1349,11.8793847294292
"619",2015,"November","Wednesday",9,"Casual",54,45.5064814814815
"620",2015,"November","Wednesday",9,"Member",613,12.7507504078303
"621",2015,"November","Wednesday",10,"Casual",69,62.9572463768116
"622",2015,"November","Wednesday",10,"Member",302,12.2758609271523
"623",2015,"November","Wednesday",11,"Casual",99,45.4041414141414
"624",2015,"November","Wednesday",11,"Member",398,14.7102010050251
"625",2015,"November","Wednesday",12,"Casual",110,47.5884545454545
"626",2015,"November","Wednesday",12,"Member",501,11.4479640718563
"627",2015,"November","Wednesday",13,"Casual",107,47.0603738317757
"628",2015,"November","Wednesday",13,"Member",487,12.4179466119097
"629",2015,"November","Wednesday",14,"Casual",145,41.3789655172414
"630",2015,"November","Wednesday",14,"Member",530,13.5570754716981
"631",2015,"November","Wednesday",15,"Casual",132,33.7804545454545
"632",2015,"November","Wednesday",15,"Member",603,11.7093366500829
"633",2015,"November","Wednesday",16,"Casual",111,24.7144144144144
"634",2015,"November","Wednesday",16,"Member",837,12.1405973715651
"635",2015,"November","Wednesday",17,"Casual",100,27.8595
"636",2015,"November","Wednesday",17,"Member",1217,11.8923829087921
"637",2015,"November","Wednesday",18,"Casual",55,28.7901818181818
"638",2015,"November","Wednesday",18,"Member",1064,11.1818233082707
"639",2015,"November","Wednesday",19,"Casual",53,31.9747169811321
"640",2015,"November","Wednesday",19,"Member",658,10.4122188449848
"641",2015,"November","Wednesday",20,"Casual",31,21.0125806451613
"642",2015,"November","Wednesday",20,"Member",471,10.3218683651805
"643",2015,"November","Wednesday",21,"Casual",22,26.5440909090909
"644",2015,"November","Wednesday",21,"Member",316,10.458417721519
"645",2015,"November","Wednesday",22,"Casual",27,29.4940740740741
"646",2015,"November","Wednesday",22,"Member",235,10.832
"647",2015,"November","Wednesday",23,"Casual",11,36.1945454545455
"648",2015,"November","Wednesday",23,"Member",129,10.4879069767442
"649",2015,"October","Friday",0,"Casual",23,34.6573913043478
"650",2015,"October","Friday",0,"Member",111,11.4744144144144
"651",2015,"October","Friday",1,"Casual",8,29.72625
"652",2015,"October","Friday",1,"Member",60,12.869
"653",2015,"October","Friday",2,"Casual",2,7.275
"654",2015,"October","Friday",2,"Member",23,11.9691304347826
"655",2015,"October","Friday",3,"Member",12,13.4158333333333
"656",2015,"October","Friday",4,"Casual",2,20.15
"657",2015,"October","Friday",4,"Member",9,12.1322222222222
"658",2015,"October","Friday",5,"Member",94,9.82765957446808
"659",2015,"October","Friday",6,"Casual",8,16.67875
"660",2015,"October","Friday",6,"Member",327,9.84795107033639
"661",2015,"October","Friday",7,"Casual",22,25.3668181818182
"662",2015,"October","Friday",7,"Member",965,11.0144041450777
"663",2015,"October","Friday",8,"Casual",48,23.8114583333333
"664",2015,"October","Friday",8,"Member",1633,11.819014084507
"665",2015,"October","Friday",9,"Casual",92,44.600652173913
"666",2015,"October","Friday",9,"Member",731,10.7794528043776
"667",2015,"October","Friday",10,"Casual",156,37.1789102564103
"668",2015,"October","Friday",10,"Member",405,10.1096543209877
"669",2015,"October","Friday",11,"Casual",198,48.2259090909091
"670",2015,"October","Friday",11,"Member",422,10.918009478673
"671",2015,"October","Friday",12,"Casual",203,47.9333004926108
"672",2015,"October","Friday",12,"Member",609,12.5036617405583
"673",2015,"October","Friday",13,"Casual",223,48.7978475336323
"674",2015,"October","Friday",13,"Member",554,10.7388989169675
"675",2015,"October","Friday",14,"Casual",220,46.0379090909091
"676",2015,"October","Friday",14,"Member",514,12.3142217898833
"677",2015,"October","Friday",15,"Casual",256,44.5992578125
"678",2015,"October","Friday",15,"Member",624,12.1335096153846
"679",2015,"October","Friday",16,"Casual",245,37.024612244898
"680",2015,"October","Friday",16,"Member",969,11.607471620227
"681",2015,"October","Friday",17,"Casual",263,33.3361596958175
"682",2015,"October","Friday",17,"Member",1648,12.2814138349515
"683",2015,"October","Friday",18,"Casual",170,29.7722941176471
"684",2015,"October","Friday",18,"Member",1147,12.7336355710549
"685",2015,"October","Friday",19,"Casual",81,28.3465432098765
"686",2015,"October","Friday",19,"Member",689,10.8426995645864
"687",2015,"October","Friday",20,"Casual",79,33.3727848101266
"688",2015,"October","Friday",20,"Member",483,11.6188819875776
"689",2015,"October","Friday",21,"Casual",71,29.6512676056338
"690",2015,"October","Friday",21,"Member",350,10.3223714285714
"691",2015,"October","Friday",22,"Casual",43,61.7506976744186
"692",2015,"October","Friday",22,"Member",304,10.8551973684211
"693",2015,"October","Friday",23,"Casual",28,31.3403571428571
"694",2015,"October","Friday",23,"Member",237,9.4542194092827
"695",2015,"October","Monday",0,"Casual",8,24.70125
"696",2015,"October","Monday",0,"Member",46,8.80239130434783
"697",2015,"October","Monday",1,"Casual",3,30.7733333333333
"698",2015,"October","Monday",1,"Member",22,10.6386363636364
"699",2015,"October","Monday",2,"Casual",2,6.635
"700",2015,"October","Monday",2,"Member",14,9.32642857142857
"701",2015,"October","Monday",3,"Casual",1,8.85
"702",2015,"October","Monday",3,"Member",7,8.33857142857143
"703",2015,"October","Monday",4,"Casual",1,21.17
"704",2015,"October","Monday",4,"Member",8,14.03625
"705",2015,"October","Monday",5,"Casual",2,12.685
"706",2015,"October","Monday",5,"Member",77,9.91220779220779
"707",2015,"October","Monday",6,"Casual",3,18.3833333333333
"708",2015,"October","Monday",6,"Member",247,10.1684615384615
"709",2015,"October","Monday",7,"Casual",22,20.1086363636364
"710",2015,"October","Monday",7,"Member",826,11.5262832929782
"711",2015,"October","Monday",8,"Casual",47,24.3695744680851
"712",2015,"October","Monday",8,"Member",1284,11.499937694704
"713",2015,"October","Monday",9,"Casual",81,43.3646913580247
"714",2015,"October","Monday",9,"Member",601,11.4565723793677
"715",2015,"October","Monday",10,"Casual",125,37.41912
"716",2015,"October","Monday",10,"Member",323,11.4724148606811
"717",2015,"October","Monday",11,"Casual",176,53.3061363636364
"718",2015,"October","Monday",11,"Member",381,11.9232020997375
"719",2015,"October","Monday",12,"Casual",220,49.4902272727273
"720",2015,"October","Monday",12,"Member",474,11.0321097046413
"721",2015,"October","Monday",13,"Casual",226,43.5481415929204
"722",2015,"October","Monday",13,"Member",492,10.8836382113821
"723",2015,"October","Monday",14,"Casual",226,41.9650442477876
"724",2015,"October","Monday",14,"Member",367,10.7706539509537
"725",2015,"October","Monday",15,"Casual",232,40.1629310344828
"726",2015,"October","Monday",15,"Member",485,11.9192371134021
"727",2015,"October","Monday",16,"Casual",237,45.690970464135
"728",2015,"October","Monday",16,"Member",809,12.2817428924598
"729",2015,"October","Monday",17,"Casual",198,36.4082828282828
"730",2015,"October","Monday",17,"Member",1531,12.446028739386
"731",2015,"October","Monday",18,"Casual",132,29.1799242424242
"732",2015,"October","Monday",18,"Member",1373,11.4301893663511
"733",2015,"October","Monday",19,"Casual",87,26.8701149425287
"734",2015,"October","Monday",19,"Member",834,10.2868105515588
"735",2015,"October","Monday",20,"Casual",60,30.542
"736",2015,"October","Monday",20,"Member",479,12.0379123173278
"737",2015,"October","Monday",21,"Casual",28,24.1821428571429
"738",2015,"October","Monday",21,"Member",328,10.2653048780488
"739",2015,"October","Monday",22,"Casual",29,19.04
"740",2015,"October","Monday",22,"Member",214,10.0016822429907
"741",2015,"October","Monday",23,"Casual",14,50.8257142857143
"742",2015,"October","Monday",23,"Member",94,9.36148936170213
"743",2015,"October","Saturday",0,"Casual",27,43.8603703703704
"744",2015,"October","Saturday",0,"Member",145,11.0299310344828
"745",2015,"October","Saturday",1,"Casual",15,30.5446666666667
"746",2015,"October","Saturday",1,"Member",111,9.25396396396396
"747",2015,"October","Saturday",2,"Casual",5,30.688
"748",2015,"October","Saturday",2,"Member",81,8.77320987654321
"749",2015,"October","Saturday",3,"Casual",3,61.79
"750",2015,"October","Saturday",3,"Member",34,12.4394117647059
"751",2015,"October","Saturday",4,"Member",12,8.29583333333333
"752",2015,"October","Saturday",5,"Casual",1,15
"753",2015,"October","Saturday",5,"Member",14,10.2421428571429
"754",2015,"October","Saturday",6,"Casual",8,33.90875
"755",2015,"October","Saturday",6,"Member",53,10.0203773584906
"756",2015,"October","Saturday",7,"Casual",25,80.5072
"757",2015,"October","Saturday",7,"Member",137,9.59357664233577
"758",2015,"October","Saturday",8,"Casual",61,34.4539344262295
"759",2015,"October","Saturday",8,"Member",314,10.7413375796178
"760",2015,"October","Saturday",9,"Casual",140,37.2362857142857
"761",2015,"October","Saturday",9,"Member",506,11.8807312252964
"762",2015,"October","Saturday",10,"Casual",243,43.7782304526749
"763",2015,"October","Saturday",10,"Member",696,11.809224137931
"764",2015,"October","Saturday",11,"Casual",345,47.2267536231884
"765",2015,"October","Saturday",11,"Member",753,12.2445949535193
"766",2015,"October","Saturday",12,"Casual",412,55.4268689320388
"767",2015,"October","Saturday",12,"Member",816,12.9497671568627
"768",2015,"October","Saturday",13,"Casual",436,53.4540596330275
"769",2015,"October","Saturday",13,"Member",757,12.3074504623514
"770",2015,"October","Saturday",14,"Casual",520,46.4776923076923
"771",2015,"October","Saturday",14,"Member",763,13.3087811271298
"772",2015,"October","Saturday",15,"Casual",528,47.9530871212121
"773",2015,"October","Saturday",15,"Member",808,12.8879207920792
"774",2015,"October","Saturday",16,"Casual",542,42.3001291512915
"775",2015,"October","Saturday",16,"Member",763,14.1158191349934
"776",2015,"October","Saturday",17,"Casual",423,37.8403073286052
"777",2015,"October","Saturday",17,"Member",689,11.7559361393324
"778",2015,"October","Saturday",18,"Casual",247,37.9682591093117
"779",2015,"October","Saturday",18,"Member",635,10.9674173228346
"780",2015,"October","Saturday",19,"Casual",146,30.3335616438356
"781",2015,"October","Saturday",19,"Member",470,10.7747021276596
"782",2015,"October","Saturday",20,"Casual",99,37.9823232323232
"783",2015,"October","Saturday",20,"Member",355,9.46191549295775
"784",2015,"October","Saturday",21,"Casual",77,26.6106493506493
"785",2015,"October","Saturday",21,"Member",259,10.8315057915058
"786",2015,"October","Saturday",22,"Casual",84,32.0434523809524
"787",2015,"October","Saturday",22,"Member",253,10.3699604743083
"788",2015,"October","Saturday",23,"Casual",28,26.4339285714286
"789",2015,"October","Saturday",23,"Member",214,10.4533644859813
"790",2015,"October","Sunday",0,"Casual",24,22.2054166666667
"791",2015,"October","Sunday",0,"Member",154,10.3298701298701
"792",2015,"October","Sunday",1,"Casual",16,28.096875
"793",2015,"October","Sunday",1,"Member",121,9.83223140495868
"794",2015,"October","Sunday",2,"Casual",10,21.506
"795",2015,"October","Sunday",2,"Member",71,10.2901408450704
"796",2015,"October","Sunday",3,"Casual",6,28.3816666666667
"797",2015,"October","Sunday",3,"Member",39,11.1833333333333
"798",2015,"October","Sunday",4,"Member",10,8.47
"799",2015,"October","Sunday",5,"Casual",4,20.7625
"800",2015,"October","Sunday",5,"Member",19,12.9252631578947
"801",2015,"October","Sunday",6,"Casual",7,44.4442857142857
"802",2015,"October","Sunday",6,"Member",43,8.38093023255814
"803",2015,"October","Sunday",7,"Casual",19,65.2084210526316
"804",2015,"October","Sunday",7,"Member",82,10.66
"805",2015,"October","Sunday",8,"Casual",55,61.7652727272727
"806",2015,"October","Sunday",8,"Member",172,11.390988372093
"807",2015,"October","Sunday",9,"Casual",104,66.5457692307692
"808",2015,"October","Sunday",9,"Member",271,10.8853505535055
"809",2015,"October","Sunday",10,"Casual",215,46.4626976744186
"810",2015,"October","Sunday",10,"Member",470,12.5396382978723
"811",2015,"October","Sunday",11,"Casual",268,45.7533582089552
"812",2015,"October","Sunday",11,"Member",591,11.6695769881557
"813",2015,"October","Sunday",12,"Casual",324,48.4552160493827
"814",2015,"October","Sunday",12,"Member",611,11.3729132569558
"815",2015,"October","Sunday",13,"Casual",297,43.7403703703704
"816",2015,"October","Sunday",13,"Member",651,12.8515668202765
"817",2015,"October","Sunday",14,"Casual",410,44.6957073170732
"818",2015,"October","Sunday",14,"Member",658,12.4524772036474
"819",2015,"October","Sunday",15,"Casual",365,46.6444657534247
"820",2015,"October","Sunday",15,"Member",630,12.9956984126984
"821",2015,"October","Sunday",16,"Casual",356,45.7075842696629
"822",2015,"October","Sunday",16,"Member",678,12.5136578171091
"823",2015,"October","Sunday",17,"Casual",309,36.4822653721683
"824",2015,"October","Sunday",17,"Member",603,12.507728026534
"825",2015,"October","Sunday",18,"Casual",241,36.185020746888
"826",2015,"October","Sunday",18,"Member",588,10.65
"827",2015,"October","Sunday",19,"Casual",135,29.1714814814815
"828",2015,"October","Sunday",19,"Member",433,9.84422632794457
"829",2015,"October","Sunday",20,"Casual",101,37.3878217821782
"830",2015,"October","Sunday",20,"Member",313,9.48638977635783
"831",2015,"October","Sunday",21,"Casual",58,29.3531034482759
"832",2015,"October","Sunday",21,"Member",228,9.45916666666667
"833",2015,"October","Sunday",22,"Casual",58,27.396724137931
"834",2015,"October","Sunday",22,"Member",159,11.6845283018868
"835",2015,"October","Sunday",23,"Casual",22,29.0363636363636
"836",2015,"October","Sunday",23,"Member",86,9.90372093023256
"837",2015,"October","Thursday",0,"Casual",9,10.0755555555556
"838",2015,"October","Thursday",0,"Member",93,21.2950537634409
"839",2015,"October","Thursday",1,"Casual",2,33.225
"840",2015,"October","Thursday",1,"Member",32,10.43
"841",2015,"October","Thursday",2,"Casual",3,10.4766666666667
"842",2015,"October","Thursday",2,"Member",9,9.56222222222222
"843",2015,"October","Thursday",3,"Member",8,14.64625
"844",2015,"October","Thursday",4,"Casual",3,47.0333333333333
"845",2015,"October","Thursday",4,"Member",10,9.71
"846",2015,"October","Thursday",5,"Casual",4,46.135
"847",2015,"October","Thursday",5,"Member",121,9.06429752066116
"848",2015,"October","Thursday",6,"Casual",7,30.2814285714286
"849",2015,"October","Thursday",6,"Member",443,10.2080812641084
"850",2015,"October","Thursday",7,"Casual",27,18.662962962963
"851",2015,"October","Thursday",7,"Member",1179,11.3842748091603
"852",2015,"October","Thursday",8,"Casual",50,23.2368
"853",2015,"October","Thursday",8,"Member",1834,12.0637350054526
"854",2015,"October","Thursday",9,"Casual",73,37.3234246575342
"855",2015,"October","Thursday",9,"Member",792,11.19625
"856",2015,"October","Thursday",10,"Casual",121,71.4570247933884
"857",2015,"October","Thursday",10,"Member",343,11.6461807580175
"858",2015,"October","Thursday",11,"Casual",149,49.611677852349
"859",2015,"October","Thursday",11,"Member",423,10.6860520094563
"860",2015,"October","Thursday",12,"Casual",156,33.3579487179487
"861",2015,"October","Thursday",12,"Member",547,11.3304387568556
"862",2015,"October","Thursday",13,"Casual",162,39.9893827160494
"863",2015,"October","Thursday",13,"Member",501,10.2986826347305
"864",2015,"October","Thursday",14,"Casual",174,37.5909195402299
"865",2015,"October","Thursday",14,"Member",450,11.5801111111111
"866",2015,"October","Thursday",15,"Casual",185,41.149027027027
"867",2015,"October","Thursday",15,"Member",568,11.1348591549296
"868",2015,"October","Thursday",16,"Casual",174,34.0785632183908
"869",2015,"October","Thursday",16,"Member",909,11.6282398239824
"870",2015,"October","Thursday",17,"Casual",231,33.9887878787879
"871",2015,"October","Thursday",17,"Member",1939,12.7750747808149
"872",2015,"October","Thursday",18,"Casual",145,24.6666206896552
"873",2015,"October","Thursday",18,"Member",1774,11.4705467869222
"874",2015,"October","Thursday",19,"Casual",102,35.3553921568627
"875",2015,"October","Thursday",19,"Member",998,11.2353206412826
"876",2015,"October","Thursday",20,"Casual",73,22.0712328767123
"877",2015,"October","Thursday",20,"Member",758,10.8272691292876
"878",2015,"October","Thursday",21,"Casual",71,40.599014084507
"879",2015,"October","Thursday",21,"Member",510,10.3217254901961
"880",2015,"October","Thursday",22,"Casual",58,27.2924137931034
"881",2015,"October","Thursday",22,"Member",370,10.1893783783784
"882",2015,"October","Thursday",23,"Casual",32,50.8225
"883",2015,"October","Thursday",23,"Member",245,12.6947755102041
"884",2015,"October","Tuesday",0,"Casual",6,44.7566666666667
"885",2015,"October","Tuesday",0,"Member",55,10.3949090909091
"886",2015,"October","Tuesday",1,"Casual",5,31.654
"887",2015,"October","Tuesday",1,"Member",22,13.3068181818182
"888",2015,"October","Tuesday",2,"Member",10,8.137
"889",2015,"October","Tuesday",3,"Member",3,9.29
"890",2015,"October","Tuesday",4,"Casual",2,76.245
"891",2015,"October","Tuesday",4,"Member",11,10.8563636363636
"892",2015,"October","Tuesday",5,"Casual",1,4.67
"893",2015,"October","Tuesday",5,"Member",94,8.77606382978723
"894",2015,"October","Tuesday",6,"Casual",7,16.9342857142857
"895",2015,"October","Tuesday",6,"Member",390,9.89417948717949
"896",2015,"October","Tuesday",7,"Casual",23,29.3069565217391
"897",2015,"October","Tuesday",7,"Member",1060,11.3009245283019
"898",2015,"October","Tuesday",8,"Casual",49,27.2385714285714
"899",2015,"October","Tuesday",8,"Member",1671,12.1921005385996
"900",2015,"October","Tuesday",9,"Casual",57,35.9780701754386
"901",2015,"October","Tuesday",9,"Member",624,10.821233974359
"902",2015,"October","Tuesday",10,"Casual",81,38.5151851851852
"903",2015,"October","Tuesday",10,"Member",286,11.4318881118881
"904",2015,"October","Tuesday",11,"Casual",109,48.4464220183486
"905",2015,"October","Tuesday",11,"Member",297,10.899898989899
"906",2015,"October","Tuesday",12,"Casual",130,43.394
"907",2015,"October","Tuesday",12,"Member",421,11.4566270783848
"908",2015,"October","Tuesday",13,"Casual",114,43.1361403508772
"909",2015,"October","Tuesday",13,"Member",425,9.24402352941176
"910",2015,"October","Tuesday",14,"Casual",129,42.3675968992248
"911",2015,"October","Tuesday",14,"Member",404,10.8683910891089
"912",2015,"October","Tuesday",15,"Casual",125,36.58928
"913",2015,"October","Tuesday",15,"Member",529,11.3586767485822
"914",2015,"October","Tuesday",16,"Casual",147,33.5215646258503
"915",2015,"October","Tuesday",16,"Member",840,11.7572976190476
"916",2015,"October","Tuesday",17,"Casual",197,39.1965482233503
"917",2015,"October","Tuesday",17,"Member",1803,12.2921186910704
"918",2015,"October","Tuesday",18,"Casual",123,29.1556097560976
"919",2015,"October","Tuesday",18,"Member",1439,11.8261292564281
"920",2015,"October","Tuesday",19,"Casual",78,26.6242307692308
"921",2015,"October","Tuesday",19,"Member",908,11.2686453744493
"922",2015,"October","Tuesday",20,"Casual",40,23.345
"923",2015,"October","Tuesday",20,"Member",585,13.8636923076923
"924",2015,"October","Tuesday",21,"Casual",31,27.261935483871
"925",2015,"October","Tuesday",21,"Member",448,11.3980357142857
"926",2015,"October","Tuesday",22,"Casual",27,28.9125925925926
"927",2015,"October","Tuesday",22,"Member",263,12.5238783269962
"928",2015,"October","Tuesday",23,"Casual",20,42.168
"929",2015,"October","Tuesday",23,"Member",197,9.98284263959391
"930",2015,"October","Wednesday",0,"Casual",13,70.7838461538462
"931",2015,"October","Wednesday",0,"Member",62,11.6346774193548
"932",2015,"October","Wednesday",1,"Casual",6,24.74
"933",2015,"October","Wednesday",1,"Member",28,9.94928571428571
"934",2015,"October","Wednesday",2,"Casual",3,13.71
"935",2015,"October","Wednesday",2,"Member",6,12.9016666666667
